0.005,575.6
0.01,371.7
0.015,365.8
0.02,383.4
0.025,367.5
0.03,367.0
0.035,352.5
0.04,365.0
0.045,440.6
0.05,432.2
0.055,352.6
0.06,353.2
0.065,354.9
0.07,340.0
0.075,376.8
0.08,554.0
0.085,646.9
0.09,434.1
0.095,375.5
0.1,512.0
0.105,448.3
0.11,410.2
0.115,366.9
0.12,362.1
0.125,371.9
0.13,363.9
0.135,369.1
0.14,378.7
0.145,360.1
0.15,368.3
0.155,371.4
0.16,361.3
0.165,362.5
0.17,355.9
0.175,355.8
0.18,343.2
0.185,384.2
0.19,360.0
0.195,349.3
0.2,347.1
0.205,389.7
0.21,351.4
0.215,366.5
0.22,361.9
0.225,366.5
0.23,369.4
0.235,367.8
0.24,363.8
0.245,353.8
0.25,356.7
