0.002,680.5
0.004,631.6
0.006,570.8
0.008,517.0
0.01,501.6
0.012,497.1
0.014,506.1
0.016,581.2
0.018,516.4
0.02,507.2
0.022,558.8
0.024,627.1
0.026,507.4
0.028,485.5
0.03,442.6
0.032,448.7
0.034,513.5
0.036,520.8
0.038,471.7
0.04,535.3
0.042,515.7
0.044,622.8
0.046,632.4
0.048,608.0
0.05,550.3
0.052,509.4
0.054,541.0
0.056,491.2
0.058,513.5
0.06,473.9
0.062,511.0
0.064,502.3
0.066,520.7
0.068,472.1
0.07,467.7
0.072,489.7
0.074,475.3
0.076,454.1
0.078,489.2
0.08,524.2
0.082,468.2
0.084,457.5
0.086,472.6
0.088,545.9
0.09,476.3
0.092,491.5
0.094,480.8
0.096,501.3
0.098,480.2
0.1,568.0
