0.002,630.3
0.004,505.4
0.006,569.1
0.008,580.6
0.01,531.2
0.012,570.0
0.014,584.9
0.016,625.3
0.018,531.7
0.02,514.9
0.022,567.4
0.024,539.9
0.026,669.9
0.028,560.9
0.03,517.6
0.032,548.2
0.034,496.9
0.036,525.0
0.038,502.9
0.04,590.5
0.042,510.0
0.044,558.2
0.046,513.0
0.048,521.9
0.05,549.5
0.052,520.6
0.054,506.0
0.056,498.9
0.058,513.0
0.06,521.2
0.062,576.7
0.064,588.3
0.066,702.8
0.068,642.3
0.07,532.0
0.072,527.3
0.074,531.6
0.076,559.8
0.078,510.6
0.08,472.6
0.082,511.4
0.084,654.2
0.086,579.0
0.088,607.5
0.09,530.7
0.092,560.3
0.094,614.1
0.096,627.3
0.098,642.6
0.1,723.3
