0.002,696.0
0.004,552.8
0.006,541.5
0.008,572.7
0.01,563.9
0.012,574.1
0.014,613.0
0.016,552.9
0.018,597.9
0.02,557.7
0.022,543.0
0.024,581.1
0.026,544.4
0.028,540.6
0.03,538.9
0.032,503.1
0.034,487.1
0.036,587.7
0.038,584.1
0.04,560.6
0.042,517.1
0.044,704.2
0.046,505.8
0.048,476.8
0.05,471.4
0.052,468.3
0.054,471.5
0.056,474.9
0.058,494.4
0.06,488.7
0.062,479.4
0.064,510.7
0.066,480.8
0.068,469.8
0.07,498.2
0.072,483.5
0.074,474.0
0.076,470.3
0.078,467.0
0.08,472.0
0.082,473.5
0.084,486.0
0.086,484.8
0.088,485.9
0.09,483.6
0.092,470.1
0.094,473.8
0.096,487.0
0.098,484.6
0.1,462.7
