0.002,779.6
0.004,547.0
0.006,645.0
0.008,592.5
0.01,644.1
0.012,636.9
0.014,635.6
0.016,651.8
0.018,750.4
0.02,691.8
0.022,855.2
0.024,941.3
0.026,842.7
0.028,833.8
0.03,845.3
0.032,556.5
0.034,560.9
0.036,555.8
0.038,541.3
0.04,589.4
0.042,591.6
0.044,676.7
0.046,690.9
0.048,575.7
0.05,537.9
0.052,513.4
0.054,557.5
0.056,551.4
0.058,614.6
0.06,588.1
0.062,533.2
0.064,559.5
0.066,757.8
0.068,579.7
0.07,528.6
0.072,615.1
0.074,739.6
0.076,590.6
0.078,629.0
0.08,578.2
0.082,685.5
0.084,571.5
0.086,814.9
0.088,621.0
0.09,511.5
0.092,601.9
0.094,647.2
0.096,592.6
0.098,535.3
0.1,529.0
