0.002,715.4
0.004,487.2
0.006,480.4
0.008,478.9
0.01,486.8
0.012,487.8
0.014,517.1
0.016,769.1
0.018,670.7
0.02,483.6
0.022,512.4
0.024,533.5
0.026,442.8
0.028,431.7
0.03,424.7
0.032,429.8
0.034,423.6
0.036,490.1
0.038,512.1
0.04,576.3
0.042,518.9
0.044,547.4
0.046,514.2
0.048,519.4
0.05,535.3
0.052,523.6
0.054,632.4
0.056,652.1
0.058,524.9
0.06,512.5
0.062,492.0
0.064,533.2
0.066,567.1
0.068,591.9
0.07,541.9
0.072,561.2
0.074,630.4
0.076,633.2
0.078,582.9
0.08,599.6
0.082,515.5
0.084,526.3
0.086,527.4
0.088,535.7
0.09,529.3
0.092,545.9
0.094,506.7
0.096,507.6
0.098,510.6
0.1,499.3
